Name,Team,Pos,GP,G,A,P,PIM,X,TOIGP,TOIES,TOIPP,TOISH,ESG,PPG,SHG,GWG,OTG,SHOUTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPPPCT,GGP,AGP,PGP,SHOTS,SHPCT,HITS,BS
Trent Frederic,BOS,F,1,0,0,0,0,-1,8:34,7:12,0:00,1:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,3,0
Ryan Lindgren,NYR,D,1,0,0,0,0,0,19:26,16:32,0:00,2:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,4,1
Drake Batherson,OTT,F,1,0,0,0,0,0,18:11,13:44,4:25,0:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,2,1
Pierre-Olivier Joseph,PIT,D,1,0,0,0,4,-2,14:16,13:03,1:13,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,1,0
A.J. Greer,BOS,F,1,0,0,0,0,-1,5:23,5:23,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Joseph Veleno,DET,F,1,0,0,0,0,0,12:38,12:35,0:03,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,1,0
Andrew Mangiapane,CGY,F,1,0,0,0,0,1,16:31,12:32,2:55,1:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,1,1
Taylor Raddysh,CHI,F,1,0,0,0,0,0,18:44,14:32,4:12,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,1,0
Givani Smith,FLA,F,1,0,0,0,0,0,5:23,5:23,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,3,0
MacKenzie Entwistle,CHI,C,1,0,0,0,0,0,10:56,9:39,1:17,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,0
Jason Robertson,DAL,F,1,0,0,0,0,-3,20:01,15:18,4:43,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,0
Evan Bouchard,EDM,D,1,0,0,0,0,0,17:27,13:47,3:40,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,3,0
Nathan Bastian,NJD,F,1,0,0,0,7,0,9:42,9:42,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,0
Riley Stillman,VAN,D,1,0,0,0,2,-1,20:08,16:23,0:00,3:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Sean Durzi,LAK,D,1,0,0,0,0,2,20:09,14:31,2:34,3:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,3
Morgan Frost,PHI,F,1,0,0,0,0,0,17:34,17:34,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,1
Michael Pezzetta,MTL,F,1,0,0,0,0,0,8:31,8:31,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,3,1
Jalen Chatfield,CAR,D,1,0,0,0,2,2,14:22,14:22,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,0
Carter Hart,PHI,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Connor Dewar,MIN,C,1,0,0,0,0,-2,10:17,9:02,0:00,1:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,3,0
Callan Foote,TBL,D,1,0,0,0,0,0,9:21,9:21,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,1
Tanner Jeannot,NSH,F,1,0,0,0,5,-1,15:06,15:06,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,7,1
Parker Kelly,OTT,F,1,0,0,0,0,-1,10:05,7:10,0:00,2:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,2,1
Reese Johnson,CHI,F,1,0,0,0,0,0,9:30,8:32,0:00,0:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,2,0
Joshua Mahura,FLA,D,1,0,0,0,0,-1,11:22,11:13,0:09,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,0
Sam Steel,MIN,C,1,0,0,0,0,-1,12:17,11:54,0:23,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,0
Jake Leschyshyn,NYR,C,1,0,0,0,0,-1,11:21,11:21,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,1
Emil Bemström,CBJ,F,1,0,0,0,0,-1,9:11,7:35,1:36,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,1,0
Eetu Luostarinen,FLA,F,1,0,0,0,4,-2,13:33,11:45,0:23,1:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,1
Nick Seeler,PHI,D,1,0,0,0,0,0,16:29,16:00,0:00,0:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,2,7
Colin Blackwell,CHI,F,1,0,0,0,0,-1,13:10,13:10,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,0
Mark Friedman,PIT,D,1,0,0,0,0,-2,12:26,12:04,0:00,0:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,1,2
Sam Lafferty,CHI,C,1,0,0,0,4,-1,15:29,14:09,1:20,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,3,0
Dakota Joshua,VAN,F,1,0,0,0,0,0,14:10,10:28,0:00,3:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,0
John Marino,NJD,D,1,0,0,0,0,0,27:05:00,23:39,0:05,3:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,2
Mason Appleton,WPG,F,1,0,0,0,0,0,15:57,13:18,0:00,2:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,0
Matt Roy,LAK,D,1,0,0,0,0,2,16:22,12:50,0:00,3:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Andrew Peeke,CBJ,D,1,0,0,0,0,0,22:35,21:01,0:00,1:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,8,8
Wade Allison,PHI,F,1,0,0,0,0,0,10:41,10:41,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,7,1
Dylan Gambrell,OTT,F,1,0,0,0,2,-2,9:54,7:11,0:01,2:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,0
Rem Pitlick,MTL,F,1,0,0,0,0,0,14:42,13:42,1:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,0
Brandon Duhaime,MIN,F,1,0,0,0,0,0,10:30,9:47,0:00,0:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,4,0
Ross Colton,TBL,F,1,0,0,0,0,-1,13:21,13:21,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,4,1
Vincent Desharnais,EDM,D,1,0,0,0,0,2,11:43,9:13,0:04,2:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,2,1
Martin Necas,CAR,F,1,0,0,0,0,-1,17:06,16:24,0:42,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,0
Jesse Ylönen,MTL,F,1,0,0,0,0,0,9:27,9:27,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,0
Ryan Poehling,PIT,F,1,0,0,0,2,-1,10:07,8:02,0:00,2:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,0
Ty Dellandrea,DAL,F,1,0,0,0,0,1,12:23,12:23,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,2,0
Adam Boqvist,CBJ,D,1,0,0,0,0,0,14:52,9:48,5:04,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,4,0.00%,2,0
Filip Chytil,NYR,C,1,0,0,0,0,0,14:55,14:07,0:48,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,0
Tim Berni,CBJ,D,1,0,0,0,0,2,13:40,13:37,0:03,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,0
Tyler Tucker,STL,D,1,0,0,0,0,1,12:04,12:04,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,2
Liam Foudy,CBJ,F,1,0,0,0,0,-1,8:02,8:02,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,0
Kevin Bahl,NJD,D,1,0,0,0,0,1,14:31,14:24,0:00,0:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,2,0
Peyton Krebs,BUF,F,1,0,0,0,2,-1,12:55,10:18,0:22,2:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Jeremy Swayman,BOS,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Dylan Samberg,WPG,D,1,0,0,0,0,0,17:12,12:59,0:00,4:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,3
Johnathan Kovacevic,MTL,D,1,0,0,0,0,1,17:06,17:06,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Jacob Bryson,BUF,D,1,0,0,0,0,-2,16:02,15:31,0:10,0:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,2
Noah Cates,PHI,F,1,0,0,0,0,0,17:04,16:21,0:00,0:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,3
Nicklaus Perbix,TBL,D,1,0,0,0,0,0,11:33,11:26,0:00,0:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,1
Trevor Moore,LAK,C,1,0,0,0,0,0,15:21,10:42,2:24,2:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,1,1
Zach Aston-Reese,TOR,F,1,0,0,0,0,0,6:34,6:34,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,0
Rasmus Sandin,TOR,D,1,0,0,0,0,0,15:39,15:39,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,3,1
Philip Broberg,EDM,D,1,0,0,0,0,0,11:49,11:00,0:00,0:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,1
Nils Lundkvist,DAL,D,1,0,0,0,0,0,14:35,12:24,2:11,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,1,2
Pontus Holmberg,TOR,C,1,0,0,0,0,-1,8:14,8:14,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,0
Simon Holmström,NYI,F,1,0,0,0,0,-1,9:20,9:20,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,1
Nils Åman,VAN,F,1,0,0,0,0,0,13:24,10:24,0:00,3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,0
Victor Söderström,ARI,D,1,0,0,0,0,0,11:52,11:00,0:52,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,1
Mads Søgaard,OTT,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Jakub Lauko,BOS,F,1,0,0,0,0,-1,5:10,4:51,0:00,0:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,0
Neal Pionk,WPG,D,1,0,0,0,2,1,19:23,18:49,0:00,0:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,2
Matias Maccelli,ARI,F,1,0,0,0,0,-1,16:46,13:40,3:06,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,2
Eric Robinson,CBJ,F,1,0,0,0,0,0,14:50,14:50,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,4,0
Jack McBain,ARI,C,1,0,0,0,0,0,11:01,9:01,0:00,2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,3,0
Vasili Podkolzin,VAN,F,1,0,0,0,0,-1,13:04,12:43,0:21,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,1,0
J.J. Moser,ARI,D,1,0,0,0,2,-3,12:48,9:40,1:33,1:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,0
Mattias Samuelsson,BUF,D,1,0,0,0,0,-2,19:58,16:35,0:00,3:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,1
Cam York,PHI,D,1,0,0,0,2,-1,18:58,18:58,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,3
Jordan Harris,MTL,D,1,0,0,0,2,1,17:30,17:30,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,1
Arthur Kaliyev,LAK,F,1,0,0,0,0,1,11:43,9:21,2:22,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,2
Jack Quinn,BUF,F,1,0,0,0,2,0,14:02,12:13,1:49,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,1
Seth Jarvis,CAR,F,1,0,0,0,0,-2,16:50,16:12,0:38,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,1,1
Dawson Mercer,NJD,C,1,0,0,0,0,0,19:17,17:24,0:51,1:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,0
Sean Walker,LAK,D,1,0,0,0,2,1,16:23,12:55,0:00,3:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,3
Sheldon Dries,VAN,F,1,0,0,0,0,0,11:08,10:30,0:20,0:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,2,1
Karson Kuhlman,WPG,F,1,0,0,0,0,1,11:17,10:20,0:00,0:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,1
Alexander Steeves,TOR,F,1,0,0,0,0,-1,7:15,7:15,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Matthew Boldy,MIN,F,1,0,0,0,0,0,21:25,18:13,3:05,0:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,4,0
Blake Lizotte,LAK,C,1,0,0,0,0,0,13:54,10:50,0:00,3:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,0
Cole Smith,NSH,F,1,0,0,0,0,0,14:44,14:44,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,4,1
Arber Xhekaj,MTL,D,1,0,0,0,0,-2,21:12,19:50,1:22,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,3,4
Cole Perfetti,WPG,F,1,0,0,0,0,0,12:33,12:33,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,1
Owen Power,BUF,D,1,0,0,0,0,-1,20:57,17:37,1:46,1:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,0
Juuso Pärssinen,NSH,F,1,0,0,0,5,0,10:32,9:49,0:43,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,3,1
Nick Blankenburg,CBJ,D,1,0,0,0,0,0,17:35,14:30,3:05,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,3,1
Dylan Holloway,EDM,F,1,0,0,0,0,-1,10:52,7:17,3:35,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Alex Newhook,COL,F,1,0,0,0,0,0,10:33,10:25,0:08,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,1
Wyatt Johnston,DAL,F,1,0,0,0,0,1,16:10,13:43,2:27,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,0
Tim Stützle,OTT,F,1,0,0,0,0,0,19:40,13:24,4:29,1:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,1,2
John Peterka,BUF,F,1,0,0,0,0,0,12:55,11:21,1:34,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,0
